,text
10,"¿Cómo? Ah, pues... la primera vez que no sabía como se ganaba, perdí, entonces pues me daba igual. Pues depende de como haya sido la partida, si la partida ha sido muy fácil, pues me da un poco igual, pero si me ha costado, pues me alegro un poco. Depende. Del que sea y también si es muy aburrido pues no y si es con amigos, prefiero, la verdad. Es que los juegos que más juego ahora son de Hello Kitty, entonces pues no hay forma de perderlos, pero si los pierdo, pues los pierdo y ya. Porque... porque es un videojuego. Me pondría triste si el videojuego me robara o algo así, pero... o me pegara, pues, pero no me pega. Porque, por ejemplo, si estoy jugando con amigos, pues da igual. Y si me enfado en todo caso jugando con amigos, sería enfadándome por algo que ha dicho un amigo. No. No. ¿Una partida? Como no entendía nada, pues... pues estaba un poco confusa, porque no sabía como ganar. Ah... no sé. No sé... ver uno. Empezar a ver a, por ejemplo, ver al youtuber jugar. Me dan ganas de jugar a lo mismo porque se lo paso muy bien ayer jugando. Pues... no sé hace cuanto fue. Pues que está bien. Es que como tengo algunas que no salen de casa, algunas amigas que no salen de casa, pues entonces pues... así pasa, así hablamos cuando están en casa. Pues que me venga algo por detrás, porque, bueno, es en todos lados. Me da miedo que me venga algo por detrás y chille, eso me da un susto increíble y el sonido... Mi padre es que juega también de vez en cuando a videojuegos. Mi madre piensa que todo lo que es... todo lo que es el móvil son videojuegos. Si es un juego de terror, sí. Pues depende también del juego... pues un programa que está hecho para entretenerse, los creadores ganan dinero con ello, ya sea por el número de personas que se lo han instalado o porque en ese mismo juego te puedes gastar dinero real, ya."
11,"Que está guay, porque se tiran todos los días hasta la 1 o 2 de la mañana jugando al Fornite o al FIFA y todo eso. Que es una tontería, porque casi todo el mundo mayor me dice que estás con las tecnologías jugando a los videojuegos, es una tontería, que te hace perder el tiempo y te come la cabeza. No, solo eso, es lo que me repite mi padre todos los días. Perder. Las primeras veces que perdía cuando... la primera vez que jugaba a esos juegos pues me enfadaba pero ahora me da igual. Porque no tengo la necesidad de que me dé miedo. No sé. Tampoco lo sé. Un juego por... el móvil o algo, es que no sé como explicarlo... si sacas el móvil, yo que sé, es que no sé como explicarlo. Yo intento, pero no puedo. No sé. Pues que es un juego con el móvil y que vas dándole en la pantallita. Eso es lo único que se me ocurre. No. Sí. Pues porque los juegos que juego no son tristes ni nada, son de... ""¡Whaaat!"" y todo eso. Pues que son de estos de... de energía, de concentración y todo eso. Tampoco. El YouTube. Pues sentí... me sentí bien porque me gustó y pues eso y me gustó, ya está. Que me sintió bien porque me hizo gusto el ganar esa partida y bueno y pues eso, que me gustó yo ganar la partida. Pues que es una tontería, una tontería que te divierte y que te hace pasar el tiempo y todo eso y bueno. Pues casi me tiro por la ventana, bueno, no en ese sentido pero que me dio mucha rabia entonces pues eso, que me dio mucha rabia y no me gustó y pues me enfadé, un poquillo. Pues me da igual porque ya he jugado muchas veces y porque he ganado ya muchas partidas y pues me da igual. Pues que juego por no aburrirme, que, bueno, pues a veces juego por... que no tengo nada que hacer y pues eso. Pues lo mismo me da igual porque ya he perdido muchas veces. No. Porque... me estresa. Me estresa al tipo ""voy a ganar, voy a perder, qué hago, que no sé que, que no sé cuánto"" y me estresa."
12,"Pues sobre todo pues el conseguir muchas cosas en el videojuego y sobre todo el juego cuando sobre todo están también mis amigos porque solo no me gusta jugar. Sí, a ver, sobre todo me hace pues pasar el rato con mis amigos y divertirme en esos momentos que me apetece jugar. Pues ahora sí, sobre todo que yo juego mucho a juegos de fútbol, cuando gano una partida pues me gusta porque así no me enfado y puedo seguir mejorando mi equipo y... para poder ganar a la gente que es más complicada. Ahora a veces me enfado porque pierdo de una manera injusta o que no, no me gusta perder los juegos directamente, no, no quiero perder. Pues la primera vez la verdad, siempre mis hermanos me solían ganar a mí y yo pues me solía enfadar pero no mucho. Ahora me enfado más, antes no tanto. Pues a ver, ganar partidas siempre es algo que te emociona porque es algo que si tú ganas una partida en un juego pues quieres seguir jugando ese juego y conseguir más cosas para poder ganar más partidas. No, no porque cuando yo juego una partida estoy disfrutando y no hace ningún mal la verdad. Pues cuando pierdo una partida, cuando... sobre todo en el juego de fútbol, que es lo que yo juego, cuando pierdo una partida y sé que yo, por ejemplo, he jugado mejor o me lo he merecido ganar, pues me enfada que me haya ganado el oponente. Pues porque es una cosa que me gusta, pues jugar a una partida a un juego no es algo que me pone triste, me alegra de que se me alegre así. A veces, no siempre, pero en algunos juegos, sobre todo en los online, cuando pierdo partidas contra gente, me suelo... a veces me enfado un poco. Pues yo que tengo hermanos, yo veía jugar mucho mis hermanos a videojuegos y empecé a llamar la atención y empecé a jugar y como mis amigos también juegan pues me lo paso bien con ellos jugando a ello. Pues la verdad depende del videojuego, hay algunos que... algunos que me los paso bien, otros que por ejemplo también cuando estoy jugando partidas me enfado y bueno, depende del juego. Pues a ver, si es un juego de miedo pues puedes sentir miedo y además a mí tampoco me suele gustar mucho porque no me gusta ese tipo de juegos, me gusta más el juego de deporte, de aventura y eso. Pues la primera vez, no recuerdo cuándo fue, pero yo me sentí bien porque era algo que me gustaba y quería seguir jugando en ese momento. Pues yo creo que tenemos similares, o sea, que pensamos lo mismo porque, sobre todo, pues nos gusta jugar, cuando estamos juntos, nos reímos y pasamos el rato jugando a ello, entonces yo creo que piensen también que... como yo. Pues a ver es una cosa que a ellos personalmente no les gusta jugar y pasar tiempo con ello, pero tampoco les importa que yo dedique un poco de tiempo en mi tiempo libre a jugar a ello. No, no me da miedo porque es una cosa que me gusta y me hace divertirme, pasar el rato. Pues porque sé que no me ha pasado nada por jugar videojuegos, a no ser que ya hace muchísimo tiempo y se me olvide y me quite mucho tiempo para hacer otras cosas. Pues un videojuego... se trata de un juego que juegas digitalmente, ya puede ser por la tele, la play, cualquier tipo de máquina y... pues sigue para entretenerte y para pasar el tiempo."
13,"No. Depende también otra vez, porque hay juegos que también son de tristeza. Y hay veces que juegas solo o que te peleas con un amigo... por la Play y ahí se siente más triste. Pero que bueno que no es nada... del otro mundo. Gente... no sé decirte, no sabría decirte, la verdad. ¿Que perdí? Bueno, pues ""¡a empezar otra vez!"" Eso... son palabras que describen el sentimiento. ""¡Ahora toca otra vez!"" Alegría. Alegría y emoción, ya está. Pues... es que no sabía decirte, la verdad. No sé. Es que no sé que se siente al jugar a un videojuego ya cuando, por así decirlo, estás más acostumbrado. No sé, al principio yo jugaba con la Play 3. Bueno, más bien los amigos, muchos. Los amigos que te dicen que ellos están hablando de lo que jugaron y digo ""no puedo hablar sobre eso"" y al final te dan ganas de probar. Y si te gusta, pues sigues. Raro, claro, a ver, yo no me acuerdo, pero... raro supongo que estar jugando a una pantalla sería raro la primera vez. Pues supongo que... las personas con quienes estás jugando, porque no es lo mismo jugar solo, que a mí, el jugar solo a mi no me divierte, que jugar con un amigo hablando... ¿Por qué no me da miedo? Porque realmente... bueno, miedo no me da miedo. No me da miedo porque realmente... como que... ya estoy más acostumbrado a jugar videojuegos. A ver, no estoy acostumbrado todos los días, pero ya es lo normal para mí. Lo normal en un fin de semana, cuando se... ¿sabes? Miedo... depende del juego, claro, porque si es un juego de miedo, sí que da un poco de miedo, pero ya... pero miedo no. Es un juego el cual puede jugar mediante una pantalla y un equipo para que... y por así decirlo... mira, imagínate que un videojuego es como un juego de mesa, necesitas las piezas para poder jugarlo completamente, pues la pantalla y depende, el ordenador, la play, esas son las piezas y para jugarlo necesitas descargártelo y... ya está, no sé, descargártelo en una aplicación. ¿De jugar a videojuegos? Te refieres a un videojuego cualquiera, ¿no? No uno que sea exactamente de... ¿Miedo? No me da nada de miedo. Lo mismo, pero ya con más... quejándote un poco, ¿sabes? Sí. Que es divertido, igual que yo. Mis amigos piensan que jugar a juegos es divertido, estar con tus amigos, es como yo, básicamente. Pues... la verdad, no lo sé, al final no lo sé. No sé lo que piensan, la verdad. No... me he perdido. La frustración de perder y tener que empezar otra vez algunas veces. Pues... no... no tener peleas con mi amigo, siempre estar bien y riéndonos. ¿Enfadarme? Muy pocas veces. A no ser que sea un punto exacto que necesite hacer eso o que... a ver, que necesite hacer eso, no, que sea especial esa... ese justo, esa partida, ese... tal. ¿Sabes?"
14,"Pues que ya está, que he perdido y ya está, lo más normal. Pues que rabia, porque acabo de empezar a jugar y que... y que perdí ahí la partida. Pues que otra más, siento felicidad, pero no tanta como antes. Pues la historia que lleva el juego. Pues según el juego, hay juegos que sí y juegos que no. Porque son videojuegos, sé que nada de eso es real. No. Sí, me hace estar más tranquilo y más desconectado de mis problemas. Pues mucha felicidad, porque gano mi primera partida en un videojuego que... a lo mejor he tardado bastante en adaptarme para ganar una partida, pues me sentiría bien. Pues... mis amigos que me decían ""juega a tal, juega a cual"" y... y ya está y... Pues sigue siendo divertido, pero no tanto como la primera vez. Pues que era muy divertido. No. Pues un juego en un ordenador, en un móvil, que se juega y que se necesita una tele para jugar, algo así. Pues que son buenos y divertidos. Pues seguramente piensen que es malo porque son... la mayoría te enganchan y que luego nos hacen violentos y cosas así. Porque en verdad no tengo motivos para enfadarme a jugar a un videojuego."
15,"Pues... que ya me lo sé todo, ya me sé, ya tengo mucha experiencia jugando, como siempre juego al mismo videojuego, siempre estoy jugando FIFA o juegos de terror, como ya me sé lo que... lo que viene siendo... la trama de la historia, pues ya como que me da igual, siempre memorizar patrones y hacer, repetir esos patrones para poder ganar, ya siempre lo mismo. No, ¡qué va! Porque me mola jugar videojuegos, me gusta mucho. ¡Qué va! Al contrario. Me da alegría. Porque no me va a pasar nada, yo juego videojuegos y sé que estoy en mi casa tranquilo y no pasa nada. No, no me da miedo. Pues es un... una serie de pasos que tú tienes que realizar dentro de un juego virtual, o sea, eso prácticamente, es un juego virtual que también tiene parte de fantasía, no es todo real, puedes hacer cosas que en la vida real no se pueden hacer. Hay algunos que dicen que lo mejor es estar todo el día jugando videojuegos y viciarse y hay otros que dicen que no, que... igual que mis padres, que solo hay que jugar un ratillo y pasarlo bien. Pues que hay que jugar lo justo, que no te puedes pasar de jugar los videojuegos y que tampoco te puedes viciar, tienes que echar unas partidillas y ya está, no puedes estar todo el día enganchado. Porque es una cosa que yo quiero, siempre, estoy deseando que llegue el fin de semana para poder jugarlo. Ah, vale, pues yo empecé viendo en YouTube todos los videos que había, ¿no? digo ""mira, voy a probar a ver que tal"" y ya empecé probando y pues me gustaron. Pues sentí... la verdad, sobre todo, mucha ansiedad porque no sabía que hacer, yo estaba en el videojuego jugando, en tensión por saber lo que quería... lo que pasaba y quería pasarme el juego sí o sí, en el tiempo más corto posible me lo quería pasar, era muy entretenido. No, yo juego por... por echar un rato, por dejar pasar el tiempo. Porque no es una cosa muy importante, jugar videojuegos es una cosa que se hace pues cuando uno está aburrido pues para matar el tiempo, pero no es algo imprescindible. Pues lo de siempre, ¿no? Ganas partidas y ya es costumbre. Rabia y... y pues rabia, quería reventar el mando. Lo mismo. Buah, me sentí superemocionado, como que la autoestima de golpe, boom, para arriba, me sentí, vamos, en la gloria."
16,"Pues que... me quede solo sin poder hablar con nadie y me da un poco de miedo. Algunas veces, si son de disparos no. Pues... porque... no sientes ninguna amenaza al jugar a ellos. A veces cuando pasa algo malo y eso con algún personaje, sí. Pues me pico un poco porque como ya soy buenillo y pierdo una tontería. Pues... eso que me puedo conectar... pues... y hablar con mis amigos y eso. Sí, porque puedo jugar con mis amigos y es entretenido. Pues que no pasa nada que habían vidas y tenía que mejorar más. Pues... creo que ya me importa menos ganar sino que divertirme y... que reacciono más normal al ganar. Pues... normal que... que ya estoy acostumbrada a jugar a ellos y no tengo nada de problemas. Pues... me puse feliz porque ser el número uno pues no es fácil llevárselo. Pues era raro controlar el personaje pero después me fui acostumbrando y no era tan difícil. Pues me llamó la atención ver como... como eran y como eran entretenidos pues empecé a jugar a ellos. Pues que... algunos para ellos pueden ser aburridos y otros... y otros buenos, que la verdad es que me lo paso bien cuando recomiendo un juego y se ponen a jugar conmigo. Que... que antes no... ellos no jugaban así y que... es un poco extraño para ellos. Pues... no sé. Pues que el enemigo o el oponente sea más bueno que yo y me acabe matando. No, si son de terror que dan mucho, pues sí. Pues un videojuego es... que... está creado por... a ver... que tú controlas a un personaje o a varios y tienes que superar niveles, retos o mundos y... así... y si ganas pues te dan algún premio y eso."
17,"Lo mismo, me sigue alegrando porque dices ""buah, sigo en el mismo nivel"". Me molesta un pelín, pero como sé que la puedo ganar, no me... no me afecta. No me enfado porque yo disfruto, me desestreso, etc. jugando y no tiene por qué enfadarme. Como ya he dicho, aunque pierda, no me enfado, digo ""joder macho, tengo que mejorar"" y simplemente mejoro y ya. No. Pues, un videojuego es una aplicación que te sale en el móvil y que sirve para entretenerte, jugar por medio del dispositivo. No. No me pone triste porque si yo hago algo que me gusta, que son los juegos que me he instalado y es una cosa que me gusta y disfruto haciéndola, pues no tiene por qué ponerme triste. Porque si los usas a los videojuegos, en cierta medida, pues yo lo veo como una cosa relajada,desconectarte un poco del entorno en el que estás y no lo veo... No, es una cosa que me gusta y por eso los tengo. Piensan que estoy mucho tiempo con el móvil y en verdad, en parte, es un poco cierto, pero yo no lo veo tan exagerado como decir que soy un ludópata del móvil. Mi madre sí que me iba a quitar el móvil cuando se lo ve. Pues a ver, yo no tengo Play ni nada, pero tengo el móvil, que tengo un par de juegos y... porque fueron juegos que me atrajeron y pues entonces empecé a jugar ahí. Pues sentía que necesitaba volver a jugar ese juego porque me había atraído bastante bien, que me había captado. Te alegra porque al ser la primera vez y siendo una cosa que es nueva, pues te alegra. Pues... ¿mis amigos? Pues mis amigos es que... yo no tengo Play, mis amigos sí y yo creo que ellos están más viciados que yo. Pues dirían también que es una cosa desestresante, que eso en cierta medida es bueno y que ya si te pasas y tienes un vicio, ya sí es cuando hay que poner medio ahí. Pues ahora siento que tengo que terminar las misiones, que tengo que reclamar las recompensas y que tengo que seguir avanzando. Sinceramente me dio un poco igual, porque cogí y dije ""esto lo he perdido, pero si antes lo he ganado, significa que lo puedo volver a ganar"". Que cuando voy avanzando, son... son juegos que como ya he dicho que me gustan y cuando voy avanzando, pues siento como que ya tengo un nivel más. No, bueno sí y no me da igual porque si no tengo el móvil, no tiene batería, no tengo datos, estoy en el campo, no tengo esa ansiedad de jugar."
18,"Porque es que a mí al perder una partida o algo yo... no es que me ponga triste especialmente o... Pues... es que yo nunca les pregunto a los demás qué opinan sobre los juegos y todo eso. Pues... no sé decirte. A ver, yo normalmente no me enfado, yo normalmente no me enfado jugando a videojuegos al perder o cualquier cosa. ¿Sabes? No. Pues ahora cuando pierdo pues cuando pierdo no siento nada en especial. Pues sí. Me hace feliz cuando por ejemplo yo vengo del cole enfadado con alguien... yo pues ya después de hacer los deberes y todo eso... me despejo un poco jugando. Pues... me sentí orgulloso de mí mismo, por así decir. Pues ya nada, pues ya no... ya nada en especial, ¿sabes? porque ya al tenerlo tan controlado pues... Pues... sentí un poco de rabia, pero ya cuando pierdo pues... ya cuando pierdo ya... no... No. Pues ya me siento tranquilo, ¿sabes? Lo controlo ya más o menos bien. Pues... me sentí un poco raro, si te digo la verdad. A mí me hizo empezar a jugar a videojuegos pues... yo ya estaba como aburrido ya de estar jugando siempre con mis juguetes y todo eso y por Navidades me pedí una Nintendo Switch. No tengo ni idea, la verdad. Pues a ver ¿cómo te lo explico yo a ti? Yo es que no sé explicarlo. Pues a ver, los videojuegos no son reales en cierta manera, entonces pues claro. No."
19,"Porque es algo que hago para quitarme la tristeza. Porque sé que no me puede pasar nada malo siempre y cuando cumpla unas cosas para tener seguridad. No sé, te pueden hackear o algo. No. No. Es una forma de entretenimiento en la cual tú te puedes desahogar y puedes echar un buen rato con tu amigo. Nada, no es muy especial. Un poco de enfado, pero no siempre. Pues lo mismo, un poco de enfado, pero no mucho. Felicidad... porque echo un buen rato y hablo con la gente. Pues emoción y felicidad, llegar a un logro. Sí, mucho. El aburrimiento. El no tener nada que hacer. Pues... desahogarme, es algo en lo que soy bueno y echo un buen rato. Emoción. Es que fue hace muchos años. Pues de probar algo nuevo. Pues... a ellos también les suelen gustar en general, así que... pues depende. Una persona que le guste pues diría que bien, y una persona que no le guste pues a lo mejor... no sé... tampoco diría nada así... tan ofensivo. Pues que no me salgan las cosas. Pues cuando estoy aprendiendo una cosa nueva en un juego, cuando lo he intentado muchas veces y no me sale. Que es muy adictivo. Pero que a ver, es algo bueno porque ven que me lo paso bien. A veces."
20,"¿Cómo? ¿Por qué no me hace feliz? Pues porque no me hace feliz jugar a videojuegos, te lo pasas bien, te entretienes, pero ya está. Feliz no, pero sí que me entretiene. Pues que si me entretiene y no es ningún juego malo, no pasa nada. Pues lo mismo, como para entretenerse y ya está. Porque... no te tiene por qué enfadar.  Pues... por entretenimiento. Pues ya no estaba aburrida y pues me lo pasaba bien. Lo mismo, me siento bien. Lo vuelvo a intentar hasta que gano. Pues, lo volví a intentar hasta que pude ganar. Me sentí bien de haber conseguido algo. Porque tú lo haces por el entretenimiento y no te tiene que poner ni triste ni feliz. No. Me entretengo, me lo paso bien. No. Porque... no... no hay por qué asustarse, en plan es un videojuego y ya está. No. Le enseñaría un videojuego y le explicaría como se juega."
21,"Menos felicidad. Menos rabia, porque no le doy tanta importancia. ¿Qué me hace feliz? No sé, por ejemplo, el FIFA, porque como va de fútbol, y a mí me gusta el fútbol, pues me gusta. Según... si a veces estoy aburrida, pues a lo mejor me echo un ratillo, pero... si por ejemplo, me das a elegir otra cosa, prefiero otra cosa, que no soy adicta tanto. Pues rabia. No sé, porque no le doy tanta importancia a los juegos. No, la verdad que no. Pues... casi lo mismo. Pues feliz, porque... sí, feliz. Pues... no sé, que no me aburría tanto. Pues un día que estaba aburrida y también YouTube, que veo a youtubers jugando esos juegos, a mí esos videojuegos me gustan y me los compro y los pruebo para poder divertirme. Nada, que nos tenemos que enfocar en otras cosas que no sea tan solo eso.  Pues hay personas que opinan lo mismo que yo, que no le damos mucha importancia a los videojuegos y otras personas que creen que los videojuegos es lo primero. Pues según si... según también como me pille el día, pues si pierdo una partida, pues según como me pille el día, pues bueno, no hay mucha importancia, pero hay otras veces que sí que me enfado un poco. Pues... es como una cosa que cuando estás aburrida te puedes entretener. Según que juego, si es un juego que también tengo que es el Jason, que es así de terror sí me ha dado miedo."
22,"No. Pues no sé, porque lo veo como para divertirme y no me pone triste. Pues un juego que se juega por internet, que puedes jugar con más gente o solo y puedes hacer diferentes actividades y cosas así y te entretiene. No. Porque no me va a pasar nada, porque esto es de internet y no... por ejemplo, si estoy jugando un juego de terror no me va a matar ningún monstruo. No. Pues la verdad no sé por qué, fue hace un montón de tiempo, pero supongo que como que estaba aburrida y pensé ""bueno, voy a probar"". Pues no sé, supongo que... son como juegos que juega la gente, sobre todo los niños de ahora y... no sé... Pues feliz, como que había conseguido un logro, por así decirlo, más o menos. Pues básicamente lo mismo. Pues que son como cuando te aburres y lo juegas y ya. Pues era divertido, por así decirlo. Pues un poco triste y a la vez un poco enfadada. Bueno, no del todo. Me entretienen, pero no me hacen feliz del todo. Pues me sentí un poco... como que estaba consiguiendo algo, pero al final no lo conseguí y me sentí un poco triste. Pues digo ""bueno, bien"" y ya está, ya lo he pasado. Porque es como un pasatiempo, entonces no me enfada mucho."
23,"Sí, es una manera de hacerme feliz, la verdad. Pues digamos el entretenimiento, ¿no? Hay veces que, por ejemplo, me siento también muy, digamos, muy estresado y todo eso y hay videojuegos que me calman. Pues ya depende del momento, ya hay veces que, por ejemplo, me frustro mucho, pero hay veces que, por ejemplo, digo ""bueno, no pasa nada, se puede mejorar el tema de la táctica y tal"". No, no me pone triste. A ver, básicamente porque, yo qué sé, en plan, no, porque tampoco suelo jugar a juegos tristes, sí que es verdad que hay juegos tristes porque, oye, es lo que buscan, ¿no? algunos juegos. Pero no, porque nunca intento buscar una tristeza en un videojuego, no... de hecho, se lo busca siempre todo lo contrario. Depende del momento. Pues hay veces que me enfada el tema de que, yo, claro, el tema de competitivo, como ya te he comentado antes, sí que es verdad que muchas veces que frustra mucho el tema de jugar mucho competitivo, porque hay veces que tú pierdes una partida y, como has perdido bastante antes, pues como que, oye, te frustras un poquito, pero... pero eso, que, vamos, es más o menos eso. La verdad es que me sentí a gusto, como que, como conseguí un logro, es como, te sientes como a gusto, ¿no? La verdad es que... esa relación sí que es verdad que no la recuerdo muy bien, pero me supongo que sí, que es más o menos como ahora, como que me sentí como ""ostras, tengo que mejorar"" ¿no?, digamos. Pues digamos que siento más o menos lo mismo que antes. Ahora sí que es verdad que hay juegos que me lo tomo más en serio, puesto que son, hay juegos, suelo jugar competitivo, pero por lo demás me lo intento pasar lo mejor posible. Ahora es como ""bueno, una partida más que gano, ¿no?"" No me entero muy bien de la pregunta. Pues básicamente es... digamos que... fue indagando, yo empecé la verdad que mirando YouTube, pero claro, como veía mucha gente jugar en YouTube, digo yo ""oye, ¿qué pasa si empiezo a jugar yo?"" y entonces empecé a buscar por internet juegos y pues a partir de ahí empecé. Pues sentí la verdad que es una cosa bastante innovadora, una cosa de... la verdad que... una manera de entretenimiento, una... de forma distinta. Pues mis amigos o mis amigas lo que opinan básicamente es que es un modo de entretenimiento, al fin y al cabo, es una manera también de contactar con tus amigos, porque hay muchos videojuegos que tú puedes contactar con tus amigos también y jugar los dos, y una manera bastante de divertirse, ¿no? también. Pues mis padres opinar, digamos que, a ver, no suelen opinar mucho de los videojuegos, sí que es verdad que lo ven como una manera de entretenimiento, como te he dicho antes, la verdad es que... se lo toman bastante bien, pero sí que es verdad que no se lo toman bastante bien en el hecho de que tú tardes en jugar a un videojuego, ¿sabes? Pero yo creo que cualquier persona que no sepa lo que es el mundo de los videojuegos puede no entender cómo es ese mundo, ¿no? que ""oye, es que tardas mucho en jugar el videojuego"", tal, pero... Básicamente porque, a ver, yo considero, y aparte de que mis padres también consideran que es una manera de entretenerse, ¿no? Es como aislarse de todo lo malo, al menos es lo que yo pienso, ¿no? Es una manera de aislarse de todo lo malo y no... yo que sé, no creo que tienen que darte miedo. Pues es digamos una manera de divertirse, pasar el rato y si en algún momento te sientes estresado, pues es digamos un método de entretenimiento. No, la verdad es que no me da miedo."
24,"Porque... yo que sé. Porque... no le veo nada triste tampoco a los videojuegos, entonces pues no me pongo triste. No sé. No sé la verdad. Pues que era muy guay, muy chulo. Me canso más rápido que antes, pero si hay algún juego que me guste, sigo jugando. Me puse muy alegre. Pues que me... no me enfadé, pero me dio coraje. Pues no sé, al aburrimiento a lo mejor con algunos amigos o algo. Pero no juego a videojuegos mucho, pero así voy con amigos. Yo creo que igual que yo más o menos, ¿no? Pues... que son divertidos, que... están chulos, yo es que no sé, eso. Si son de miedo, sí. Si no, no. Pues que es un juego a través de un ordenador, que es para divertirte o para pasar el tiempo o algo de eso. Bueno... Pues que eches el rato, te diviertes, porque hay juegos que puedes jugar con tus amigos a través de esos juegos. Y pues te diviertes y eso. Más o menos lo mismo yo creo, sí. Lo mismo. Yo creo que igual más o menos. Yo creo... mi hermano... pues que está chulo, muy guay y le gusta mucho. Mi hermana... no lo sé y mis padres pues... que juegue menos, que no sé cuanto, que deje el móvil, pero ya está, eso. A mí no. Porque es un juego y me da un poco igual. No."
